PARID,PROPERTYHOUSENUM,PROPERTYFRACTION,PROPERTYADDRESS,PROPERTYCITY,PROPERTYSTATE,PROPERTYUNIT,PROPERTYZIP,MUNICODE,MUNIDESC,SCHOOLCODE,SCHOOLDESC,LEGAL1,LEGAL2,LEGAL3,NEIGHCODE,NEIGHDESC,TAXCODE,TAXDESC,TAXSUBCODE,TAXSUBCODE_DESC,OWNERCODE,OWNERDESC,CLASS,CLASSDESC,USECODE,USEDESC,LOTAREA,HOMESTEADFLAG,FARMSTEADFLAG,CLEANGREEN,ABATEMENTFLAG,RECORDDATE,SALEDATE,SALEPRICE,SALECODE,SALEDESC,DEEDBOOK,DEEDPAGE,PREVSALEDATE,PREVSALEPRICE,PREVSALEDATE2,PREVSALEPRICE2,CHANGENOTICEADDRESS1,CHANGENOTICEADDRESS2,CHANGENOTICEADDRESS3,CHANGENOTICEADDRESS4,COUNTYBUILDING,COUNTYLAND,COUNTYTOTAL,COUNTYEXEMPTBLDG,LOCALBUILDING,LOCALLAND,LOCALTOTAL,FAIRMARKETBUILDING,FAIRMARKETLAND,FAIRMARKETTOTAL,STYLE,STYLEDESC,STORIES,YEARBLT,EXTERIORFINISH,EXTFINISH_DESC,ROOF,ROOFDESC,BASEMENT,BASEMENTDESC,GRADE,GRADEDESC,CONDITION,CONDITIONDESC,CDU,CDUDESC,TOTALROOMS,BEDROOMS,FULLBATHS,HALFBATHS,HEATINGCOOLING,HEATINGCOOLINGDESC,FIREPLACES,BSMTGARAGE,FINISHEDLIVINGAREA,CARDNUMBER,ALT_ID,TAXYEAR,ASOFDATE
0002F00175161200,112, ,WASHINGTON PL,PITTSBURGH,PA,UNIT 16L,15219.0,103,3rd Ward - PITTSBURGH,47,Pittsburgh,CHATHAM CENTER TOWER CONDO LOT 87X122 (OR .243,A LD) FIFTH AVE,PT 19 STY CONDO BLDG & PT OF G LEVEL PARK GAR,61P21H,TOWER AT CHATHAM,T,20 - Taxable,,,10,REGULAR,R,RESIDENTIAL,50,CONDOMINIUM,0,,,,,01-02-2009,01-02-2009,45000.0,UR,OTHER,13826,93.0,09-24-2004,45000.0,07-19-1999,33500.0,112   WASHINGTON PL  UNIT 14K,  ,PITTSBURGH PA  ,15219.0,53300,0,53300,0,53300,0,53300,53300,0,53300,21.0,CONDO HR,1.0,1967.0,7.0,Concrete,4.0,ROLL,1.0,None,C,AVERAGE,3.0,AVERAGE,AV,AVERAGE,3.0,1.0,1.0,0.0,B,Central Heat with AC,0.0,0.0,549.0,1.0,,2022,01-NOV-22
0010N00243000000,1917, ,CENTRE AVE,PITTSBURGH,PA, ,15219.0,103,3rd Ward - PITTSBURGH,47,Pittsburgh,S WRIGHT PLAN PT 56 & ALL 57- 58-59-60 LOT 82.0,8X118.70 IN ALL CENTER AV                      ,1 STY BRK & C B BLDG #1917-#1919 & 2 SIGN-     ,51C04,PITTSBURGH URBAN,T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,420,SMALL DETACHED RET(UNDER 10000),9743,,,,,07-03-2019,06-27-2019,100000.0,35,CORP TRANSFER,17677,356.0,01-15-1999,60000.0,11-08-1978,12368.0,4735   BUTLER ST   ,  ,PITTSBURGH PA  ,15201.0,253700,487200,740900,0,253700,487200,740900,253700,487200,740900,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0002F00175009800,112, ,WASHINGTON PL,PITTSBURGH,PA, ,15219.0,103,3rd Ward - PITTSBURGH,47,Pittsburgh,CHATHAM CENTER TOWER CONDO LOT 87X122 (OR.243  ,ALD) FIFTH AVE                                 ,PT 19 STY CONDO BLDG & PT OF G LEVEL PARK GAR  ,61P21H,TOWER AT CHATHAM,T,20 - Taxable,,,10,REGULAR,R,RESIDENTIAL,50,CONDOMINIUM,0,,,,,,07-01-1998,35000.0,0,VALID SALE,,,07-05-1984,83000.0,,,112   WASHINGTON PL  APT 9-H,  ,PITTSBURGH PA  ,15219.0,78000,0,78000,0,78000,0,78000,78000,0,78000,21.0,CONDO HR,1.0,1967.0,7.0,Concrete,4.0,ROLL,1.0,None,C,AVERAGE,3.0,AVERAGE,AV,AVERAGE,2.0,1.0,1.0,1.0,B,Central Heat with AC,0.0,0.0,932.0,1.0,,2022,01-NOV-22
0002F00175010100,112, ,WASHINGTON PL,PITTSBURGH,PA, ,15219.0,103,3rd Ward - PITTSBURGH,47,Pittsburgh,CHATHAM CENTER TOWER CONDO LOT 87X122 (OR .243,A LD) FIFTH AVE,PT 19 STY CONDO BLDG & PT G LEVEL PARK GAR UNIT,61P21H,TOWER AT CHATHAM,T,20 - Taxable,,,12,REGULAR-ETUX OR ET VIR,R,RESIDENTIAL,50,CONDOMINIUM,0,,,,,08-02-2013,08-02-2013,129000.0,0,VALID SALE,15327,168.0,03-29-2006,108000.0,08-10-1992,47500.0,112   WASHINGTON PL  UNIT 10-A,  ,PITTSBURGH PA  ,15219.0,138800,0,138800,0,138800,0,138800,138800,0,138800,21.0,CONDO HR,1.0,1967.0,7.0,Concrete,4.0,ROLL,1.0,None,C,AVERAGE,3.0,AVERAGE,AV,AVERAGE,5.0,2.0,2.0,0.0,B,Central Heat with AC,0.0,0.0,1196.0,1.0,,2022,01-NOV-22
0002F00175010200,112, ,WASHINGTON PL,PITTSBURGH,PA, ,15219.0,103,3rd Ward - PITTSBURGH,47,Pittsburgh,CHATHAM CENTER TOWER CONDO LOT 87X122 (OR .243,ALD) FIFTH AVE,PT 19 STY CONDO BLDG & PT OF G LEVEL PARK GAR,61P21H,TOWER AT CHATHAM,T,20 - Taxable,,,11,REGULAR-ETAL,R,RESIDENTIAL,50,CONDOMINIUM,0,,,,,11-27-2018,08-12-2018,1.0,3,LOVE&AFFECTION,17438,109.0,04-29-2015,1.0,07-19-2007,1.0,112   WASHINGTON PL  # 10B,  ,PITTSBURGH PA  ,15219.0,70000,0,70000,0,70000,0,70000,70000,0,70000,21.0,CONDO HR,1.0,1967.0,7.0,Concrete,4.0,ROLL,1.0,None,C,AVERAGE,3.0,AVERAGE,AV,AVERAGE,3.0,1.0,1.0,0.0,B,Central Heat with AC,0.0,0.0,514.0,1.0,,2022,01-NOV-22
0002F00175010500,112, ,WASHINGTON PL,PITTSBURGH,PA, ,15219.0,103,3rd Ward - PITTSBURGH,47,Pittsburgh,CHATHAM CENTER TOWER CONDO LOT 87X122 (OR.243  ,ALD) FIFTH AVE                                 ,PT 19 STY CONDO BLDG & PT OF G LEVEL PARK GAR  ,61P21H,TOWER AT CHATHAM,T,20 - Taxable,,,10,REGULAR,R,RESIDENTIAL,50,CONDOMINIUM,0,,,,,08-19-2021,08-05-2021,118000.0,0,VALID SALE,18569,207.0,07-01-2015,94100.0,09-03-1992,23500.0,112   WASHINGTON PL  APT 10E,  ,PITTSBURGH PA  ,15219.0,63000,0,63000,0,63000,0,63000,63000,0,63000,21.0,CONDO HR,1.0,1967.0,7.0,Concrete,4.0,ROLL,1.0,None,C,AVERAGE,3.0,AVERAGE,AV,AVERAGE,2.0,1.0,1.0,0.0,B,Central Heat with AC,0.0,0.0,623.0,1.0,,2022,01-NOV-22
0002F00175010600,112, ,WASHINGTON PL,PITTSBURGH,PA,UNIT 10F,15219.0,103,3rd Ward - PITTSBURGH,47,Pittsburgh,CHATHAM CENTER TOWER CONDO LOT 87X122 (OR .243,A LD) FIFTH AVE,PT 19 STY CONDO BLDG & PT G LEVEL PARK GAR UNIT,61P21H,TOWER AT CHATHAM,T,20 - Taxable,,,10,REGULAR,R,RESIDENTIAL,50,CONDOMINIUM,0,,,,,05-17-2006,05-17-2006,36500.0,0,VALID SALE,12848,191.0,03-04-1999,25500.0,09-03-1992,23500.0,1   BUCK LN   ,  ,ELIZABETH PA  ,15037.0,65000,0,65000,0,65000,0,65000,65000,0,65000,21.0,CONDO HR,1.0,1967.0,7.0,Concrete,4.0,ROLL,1.0,None,C,AVERAGE,3.0,AVERAGE,AV,AVERAGE,3.0,1.0,1.0,0.0,B,Central Heat with AC,0.0,0.0,623.0,1.0,,2022,01-NOV-22
0002F00175010800,112, ,WASHINGTON PL,PITTSBURGH,PA, ,15219.0,103,3rd Ward - PITTSBURGH,47,Pittsburgh,CHATHAM CENTER TOWERS CONDO LOT 87X122 (OR .243,ALD) FIFTH AVE                                 ,PT 19 STY CONDO BLDG & PT OF G LEVEL PARK GAR  ,61P21H,TOWER AT CHATHAM,T,20 - Taxable,,,10,REGULAR,R,RESIDENTIAL,50,CONDOMINIUM,0,HOM,,,,05-24-2013,05-24-2013,88000.0,28,OTHER,15246,224.0,12-14-1998,18734.0,05-11-1993,45000.0,112   WASHINGTON PL  UNIT 10-H,  ,PITTSBURGH PA  ,15219.0,96400,0,96400,0,114400,0,114400,114400,0,114400,21.0,CONDO HR,1.0,1967.0,7.0,Concrete,4.0,ROLL,1.0,None,C,AVERAGE,3.0,AVERAGE,AV,AVERAGE,4.0,1.0,1.0,1.0,B,Central Heat with AC,0.0,0.0,932.0,1.0,,2022,01-NOV-22
0002F00175011100,112, ,WASHINGTON PL,PITTSBURGH,PA, ,15219.0,103,3rd Ward - PITTSBURGH,47,Pittsburgh,CHATHAM CENTER TOWER CONDO LOT 87 X122 (OR .243,A LD) FIFTH AVE                                ,PT 19 STY CONDO BLDG & PT OF G LEVEL PARK GAR  ,61P21H,TOWER AT CHATHAM,T,20 - Taxable,,,10,REGULAR,R,RESIDENTIAL,50,CONDOMINIUM,0,HOM,,,,08-14-2009,08-14-2009,174690.0,UR,OTHER,14013,193.0,04-17-1996,130000.0,,,112   WASHINGTON PL  UNIT 11 A,  ,PITTSBURGH PA  ,15219.0,251500,0,251500,0,269500,0,269500,269500,0,269500,21.0,CONDO HR,1.0,1967.0,7.0,Concrete,4.0,ROLL,1.0,None,C,AVERAGE,3.0,AVERAGE,AV,AVERAGE,6.0,3.0,3.0,0.0,B,Central Heat with AC,0.0,0.0,2954.0,1.0,,2022,01-NOV-22
0011A00123000000,1850, ,CENTRE AVE,PITTSBURGH,PA, ,15219.0,103,3rd Ward - PITTSBURGH,47,Pittsburgh,CENTRE - HELDMAN CONSOLIDATION PLAN NO 2,LOT 1 REVISED = 203.88 FRONTING WITH 11 TOTAL BEARINGS,,51C09,PITTSBURGH URBAN,E,10 - Exempt,,,20,CORPORATION,C,COMMERCIAL,425,NEIGH SHOP CENTER,112115,,,,,11-26-2019,11-22-2019,10.0,GV,GOVT SALE,17852,386.0,04-28-2011,0.0,04-28-2011,275800.0,200   ROSS ST  FL 10TH,  ,PITTSBURGH PA  ,15219.0,1425000,675000,2100000,0,1425000,675000,2100000,1425000,675000,2100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0001D00182000000,602, ,LIBERTY AVE,PITTSBURGH,PA, ,15222.0,102,2nd Ward - PITTSBURGH,47,Pittsburgh,IRREG LOT 13.16X42.98X37X3.5X40.42X13.11X32.71,,,51C01,PITTSBURGH URBAN,T,20 - Taxable,,,10,REGULAR,C,COMMERCIAL,406,RETL/STOR OVER,1306,,,,,,12-28-1977,78500.0,0,VALID SALE,,,,,,,1671   FOREST VIEW DR   ,  ,BETHEL PARK     PA  ,15102.0,23900,78400,102300,0,23900,78400,102300,23900,78400,102300,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0001H00235000000,429, ,WOOD ST,PITTSBURGH,PA, ,15222.0,102,2nd Ward - PITTSBURGH,47,Pittsburgh,LOT 37.33X80,,,51C01,PITTSBURGH URBAN,T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,406,RETL/STOR OVER,5920,,,,,06-14-2013,06-14-2013,1300000.0,H,MULTI-PARCEL SA,15269,546.0,09-03-1997,500000.0,,,412   BOULEVARD OF THE ALLIES   STE 901,  ,PITTSBURGH PA  ,15219.0,100300,355200,455500,0,100300,355200,455500,100300,355200,455500,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0009D00161000000,1904, ,PENN AVE,PITTSBURGH,PA, ,15222.0,102,2nd Ward - PITTSBURGH,47,Pittsburgh,LOT 39.77X100 PENN AVE                         ,2 STY BRK STO & REST BLDG #1816-1900           ,,51C02,PITTSBURGH URBAN,T,20 - Taxable,,,10,REGULAR,C,COMMERCIAL,430,"RESTAURANT, CAFET AND/OR BAR",3977,,,,,,03-05-1998,410000.0,0,VALID SALE,10145,364.0,07-31-1995,285000.0,,,1904   PENN AVE   ,  ,PITTSBURGH PA  ,15222.0,531800,318200,850000,0,531800,318200,850000,531800,318200,850000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0009D00163000000,1904, ,PENN AVE,PITTSBURGH,PA, ,15222.0,102,2nd Ward - PITTSBURGH,47,Pittsburgh,LOT 19.53X100X19.53 RR PENN AVE                ,2 STY BRK BLDG & 1 STY C B BLDG #1904          ,,51C02,PITTSBURGH URBAN,T,20 - Taxable,,,10,REGULAR,C,COMMERCIAL,430,"RESTAURANT, CAFET AND/OR BAR",1953,,,,,,05-07-1991,1.0,3,LOVE&AFFECTION,8473,649.0,,,,,1904   PENN AVE   ,  ,PITTSBURGH PA  ,15222.0,0,78400,78400,0,0,78400,78400,0,78400,78400,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0002A00275000000,436, ,7TH AVE,PITTSBURGH,PA, ,15219.0,102,2nd Ward - PITTSBURGH,47,Pittsburgh,LOT 196.05X90 7TH AV N W COR GRANT ST,34 STY BRK & STL OFF BLDG #426-428 7TH AVE,,51C01,PITTSBURGH URBAN,T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,449,OFFICE-ELEVATOR -3 + STORIES,17640,,,,,11-26-2013,11-26-2013,17241000.0,0,VALID SALE,15445,361.0,05-09-1997,13217637.0,,,300   LIGHTING WAY  STE 210,  ,SECAUCUS NJ  ,7094.0,20000000,2200000,22200000,0,20000000,2200000,22200000,20000000,2200000,22200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0009D00167000000,1908, ,PENN AVE,PITTSBURGH,PA, ,15222.0,102,2nd Ward - PITTSBURGH,47,Pittsburgh,O HARAVILLE PLAN 42-43 LOT 48X100 IN ALL PENN A,VE NR 20TH ST                                  ,2 & 1 STY BRK BLDG #1908-1910                  ,51C02,PITTSBURGH URBAN,T,20 - Taxable,,,11,REGULAR-ETAL,C,COMMERCIAL,420,SMALL DETACHED RET(UNDER 10000),4800,,,,,09-02-2010,09-02-2010,340000.0,6,CHANGED AFTER,14369,321.0,09-02-2010,344700.0,02-04-2002,344700.0,99   BROOKSIDE LN   ,  ,CORAOPOLIS PA  ,15108.0,45400,354600,400000,0,45400,354600,400000,45400,354600,400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0002A00068000000,623, ,SMITHFIELD ST,PITTSBURGH,PA, ,15222.0,102,2nd Ward - PITTSBURGH,47,Pittsburgh,LOT 240.03XAVG214.6X243.32,,,51C01,PITTSBURGH URBAN,T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,405,RETL/OFF OVER,51488,,,,,,03-03-1999,15250000.0,6,CHANGED AFTER,10419,42.0,11-30-1992,2750000.0,,,310   GRANT ST  STE 2500,  ,PITTSBURGH PA  ,15219.0,42238300,6595200,48833500,0,42238300,6595200,48833500,42238300,6595200,48833500,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0002A00085000000,300, ,6TH AVE,PITTSBURGH,PA, ,15222.0,102,2nd Ward - PITTSBURGH,47,Pittsburgh,LOT = 40.00 X 26.00 X 10.50 X 22.00 X 1.50 X 168.00 X 12.00,X 40.00 X 12.00 X 60.00 X 168.00 X 60.00 X 36.00,14 STY BRK TILE OFF BLDG #300--6TH AVE,51C01,PITTSBURGH URBAN,T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,405,RETL/OFF OVER,20259,,,,,09-15-2022,09-12-2022,400000.0,35,CORP TRANSFER,19053,517.0,09-29-2021,9450000.0,01-05-2021,10.0,441   LEXINGTON AVE  FL 9,  ,NEW YORK NY  ,10017.0,6277600,2431100,8708700,0,6277600,2431100,8708700,6277600,2431100,8708700,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0002A00085000100,300, ,6TH AVE,PITTSBURGH,PA, ,15222.0,102,2nd Ward - PITTSBURGH,47,Pittsburgh,LOT 60X36,,,51C01,PITTSBURGH URBAN,T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,405,RETL/OFF OVER,4320,,,,,09-30-2021,09-29-2021,9450000.0,H,MULTI-PARCEL SA,18626,501.0,01-05-2021,10.0,12-26-1995,10.0,441   LEXINGTON AVE  FL 9, ATTN CHRIS BRAATZ ,NEW YORK NY  ,10017.0,0,140400,140400,0,0,140400,140400,0,140400,140400,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0002A00085000200,300, ,6TH AVE,PITTSBURGH,PA, ,15222.0,102,2nd Ward - PITTSBURGH,47,Pittsburgh,LOT 60X12,,,51C01,PITTSBURGH URBAN,T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,405,RETL/OFF OVER,1440,,,,,09-30-2021,09-29-2021,9450000.0,H,MULTI-PARCEL SA,18626,501.0,01-05-2021,10.0,12-26-1995,10.0,441   LEXINGTON AVE  FL 9, ATTN CHRIS BRAATZ ,NEW YORK NY  ,10017.0,0,46800,46800,0,0,46800,46800,0,46800,46800,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0008S00038000000,601, -613,PENN AVE,PITTSBURGH,PA, ,15222.0,102,2nd Ward - PITTSBURGH,47,Pittsburgh,LOT 120.74X160.18,,,51C01,PITTSBURGH URBAN,T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,403,APART:40+ UNITS,38720,,,,,04-27-2017,04-27-2017,7810650.0,UR,OTHER,16776,39.0,03-05-1975,1100000.0,,,1   PPG PL  STE 1640,  ,PITTSBURGH PA  ,15222.0,5395600,1434400,6830000,0,5395600,1434400,6830000,5395600,1434400,6830000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0009N00028000000,971, ,LIBERTY AVE,PITTSBURGH,PA, ,15222.0,102,2nd Ward - PITTSBURGH,47,Pittsburgh,IRREG LOT 24X110X45 LIBERTY AVE,2 STY BRK BLDG 971,2 STY BRK BLDG 212-214 10TH ST,51C01,PITTSBURGH URBAN,T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,406,RETL/STOR OVER,3795,,,,,12-01-2016,11-18-2016,1431000.0,DT,DATE OF TRANSFER,16623,400.0,02-12-2002,490000.0,01-10-2000,1.0,5821   FORWARD AVE   ,  ,PITTSBURGH PA  ,15217.0,789570,455400,1244970,0,789570,455400,1244970,789570,455400,1244970,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0009D00032000000,1727, ,PENN AVE,PITTSBURGH,PA, ,15222.0,102,2nd Ward - PITTSBURGH,47,Pittsburgh,LOT 25X100 PENN AVE                            ,2 STY BRK HSE & STO 1727                       ,1 STY BRK BLDG REAR                            ,51C02,PITTSBURGH URBAN,T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,430,"RESTAURANT, CAFET AND/OR BAR",2500,,,,,01-22-2016,01-01-2016,1.0,3,LOVE&AFFECTION,16266,73.0,02-09-1982,75000.0,,,1737   PENN AVE   ,  ,PITTSBURGH PA  ,15222.0,137500,164700,302200,0,137500,164700,302200,137500,164700,302200,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0009N00029000000,969, ,LIBERTY AVE,PITTSBURGH,PA, ,15222.0,102,2nd Ward - PITTSBURGH,47,Pittsburgh,LOT 21X69,,,51C01,PITTSBURGH URBAN,T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,406,RETL/STOR OVER,2898,,,,,11-02-2020,10-30-2020,300000.0,14,TIME ON MARKET,18211,238.0,03-07-2000,1.0,,,221   SUNRISE DR   ,  ,CARNEGIE PA  ,15106.0,30000,125000,155000,0,30000,125000,155000,30000,125000,155000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0027H00199000000,195, ,N CRAIG ST,PITTSBURGH,PA, ,15213.0,104,4th Ward - PITTSBURGH,47,Pittsburgh,LOT 124.58X180X65.53 RR NORTH CRAIG ST COR BAYA,RD ST,1 STY BRK SER STA #195--N CRAIG ST,51C14B,PITTSBURGH URBAN,T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,492,CONVENIENCE STORE/GAS,15375,,,,,03-30-2018,01-16-2018,10.0,3,LOVE&AFFECTION,17156,67.0,05-05-2016,10.0,09-27-1995,1350000.0,2424   RIDGE RD   ,  ,ROCKWALL TX  ,75087.0,898100,471500,1369600,0,898100,471500,1369600,898100,471500,1369600,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0002F00175051000,112, ,WASHINGTON PL,PITTSBURGH,PA,UNIT 5J,15219.0,103,3rd Ward - PITTSBURGH,47,Pittsburgh,CHATHAM CENTER TOWER CONDO LOT 87X122 (OR .243,ALD) FIFTH AVE,PT 19 STY CONDO BLDG & PT OF G LEVEL PARK GAR,61P21H,TOWER AT CHATHAM,T,20 - Taxable,,,10,REGULAR,R,RESIDENTIAL,50,CONDOMINIUM,0,HOM,,,,12-01-2021,11-18-2021,95000.0,0,VALID SALE,18704,524.0,08-14-2014,75000.0,03-07-2008,52000.0,112   WASHINGTON PL  UNIT 5J,  ,PITTSBURGH PA  ,15219.0,33500,0,33500,0,51500,0,51500,51500,0,51500,21.0,CONDO HR,1.0,1967.0,7.0,Concrete,4.0,ROLL,1.0,None,C,AVERAGE,3.0,AVERAGE,AV,AVERAGE,3.0,1.0,1.0,0.0,B,Central Heat with AC,0.0,0.0,514.0,1.0,,2022,01-NOV-22
0002F00175051200,112, ,WASHINGTON PL,PITTSBURGH,PA, ,15219.0,103,3rd Ward - PITTSBURGH,47,Pittsburgh,CHATHAM CENTER TOWER CONDO LOT 87X122 (OR .243,ALD) FIFTH AVE,PT 19 STY CONDO BLDG & PT OF G LEVEL PARK GAR,61P21H,TOWER AT CHATHAM,T,20 - Taxable,,,20,CORPORATION,R,RESIDENTIAL,50,CONDOMINIUM,0,,,,,12-21-2012,12-21-2012,1.0,3,LOVE&AFFECTION,15105,260.0,11-21-2003,38000.0,07-01-1983,46939.0,224   CHOPP ST   ,  ,SUTERSVILLE PA  ,15083.0,71700,0,71700,0,71700,0,71700,71700,0,71700,21.0,CONDO HR,1.0,1967.0,7.0,Concrete,4.0,ROLL,1.0,None,C,AVERAGE,3.0,AVERAGE,AV,AVERAGE,1.0,1.0,1.0,0.0,B,Central Heat with AC,0.0,0.0,549.0,1.0,,2022,01-NOV-22
0002F00175061000,112, ,WASHINGTON PL,PITTSBURGH,PA, ,15219.0,103,3rd Ward - PITTSBURGH,47,Pittsburgh,CHATHAM CENTER TOWER CONDO LOT 87 X122 (OR .243,A LD) FIFTH AVE,PT 19 STY CONDO BLDG & PT OF G LEVEL PARK GAR,61P21H,TOWER AT CHATHAM,T,20 - Taxable,,,10,REGULAR,R,RESIDENTIAL,50,CONDOMINIUM,0,,,,,08-30-2012,08-30-2012,67000.0,AA,SALE NOT ANALYZ,14995,285.0,06-27-2007,45500.0,01-24-2006,38900.0,112   WASHINGTON PL  UNIT 6J,  ,PITTSBURGH PA  ,15219.0,70000,0,70000,0,70000,0,70000,70000,0,70000,21.0,CONDO HR,1.0,1967.0,7.0,Concrete,4.0,ROLL,1.0,None,C,AVERAGE,3.0,AVERAGE,AV,AVERAGE,3.0,1.0,1.0,0.0,B,Central Heat with AC,0.0,0.0,514.0,1.0,,2022,01-NOV-22
0002F00175061100,112, ,WASHINGTON PL,PITTSBURGH,PA, ,15219.0,103,3rd Ward - PITTSBURGH,47,Pittsburgh,CHATHAM CENTER TOWER CONDO LOT 87X122 (OR .243,A LD) FIFTH AVE,PT 19 STY CONDO BLDG & PT OF G-LEVEL PARK GAR,61P21H,TOWER AT CHATHAM,T,20 - Taxable,,,10,REGULAR,R,RESIDENTIAL,50,CONDOMINIUM,0,,,,,09-13-2007,09-13-2007,47700.0,AA,SALE NOT ANALYZ,13374,330.0,08-17-2001,25000.0,01-20-1983,44100.0,134   HAWTHORNE CT   ,  ,PITTSBURGH PA  ,15201.0,70700,0,70700,0,70700,0,70700,70700,0,70700,21.0,CONDO HR,1.0,1967.0,7.0,Concrete,4.0,ROLL,1.0,None,C,AVERAGE,3.0,AVERAGE,AV,AVERAGE,3.0,1.0,1.0,0.0,B,Central Heat with AC,0.0,0.0,528.0,1.0,,2022,01-NOV-22
0002F00175061200,112, ,WASHINGTON PL,PITTSBURGH,PA, ,15219.0,103,3rd Ward - PITTSBURGH,47,Pittsburgh,CHATHAM CENTER TOWER CONDO LOT 87X122 (OR .243,ALD) FIFTH AVE,PT 19 STY CONDO BLDG & PT OF G LEVEL PARK GAR,61P21H,TOWER AT CHATHAM,T,20 - Taxable,,,10,REGULAR,R,RESIDENTIAL,50,CONDOMINIUM,0,,,,,02-02-2021,01-26-2021,103000.0,9,OTHER INVALID,18320,202.0,09-03-2019,106000.0,04-18-2012,72000.0,1261   ISLAND DR  UNIT 101,  ,ANN ARBOR MI  ,48105.0,70500,0,70500,0,70500,0,70500,70500,0,70500,21.0,CONDO HR,1.0,1967.0,7.0,Concrete,4.0,ROLL,1.0,None,C,AVERAGE,3.0,AVERAGE,AV,AVERAGE,3.0,1.0,1.0,0.0,B,Central Heat with AC,0.0,0.0,549.0,1.0,,2022,01-NOV-22
0002F00175071000,112, ,WASHINGTON PL,PITTSBURGH,PA, ,15219.0,103,3rd Ward - PITTSBURGH,47,Pittsburgh,CHATHAM CENTER TOWER CONDO LOT 87X122 (OR .243,A LD) FIFTH AVE,PT 19 STY CONDO BLDG & PT G LEVEL PARK GAR UNIT,61P21H,TOWER AT CHATHAM,T,20 - Taxable,,,10,REGULAR,R,RESIDENTIAL,50,CONDOMINIUM,0,,,,,08-12-2004,08-12-2004,38000.0,0,VALID SALE,12153,575.0,12-06-2002,34900.0,07-23-1999,29875.0,225  W SYCAMORE ST   ,  ,PITTSBURGH PA  ,15211.0,70000,0,70000,0,70000,0,70000,70000,0,70000,21.0,CONDO HR,1.0,1967.0,7.0,Concrete,4.0,ROLL,1.0,None,C,AVERAGE,3.0,AVERAGE,AV,AVERAGE,3.0,1.0,1.0,0.0,B,Central Heat with AC,0.0,0.0,514.0,1.0,,2022,01-NOV-22
0002F00175008600,112, ,WASHINGTON PL,PITTSBURGH,PA,UNIT 8F,15219.0,103,3rd Ward - PITTSBURGH,47,Pittsburgh,CHATHAM CENTER TOWER CONDO LOT 87X122 (OR .243,A LD) FIFTH AVE,PT 19 STY CONDO BLDG & PT OF G LEVEL PARK GAR,61P21H,TOWER AT CHATHAM,T,20 - Taxable,,,10,REGULAR,R,RESIDENTIAL,50,CONDOMINIUM,0,,,,,10-26-2018,10-26-2018,118000.0,0,VALID SALE,17407,84.0,05-02-2013,55000.0,07-16-2004,49000.0,112   WASHINGTON PL  UNIT 8F,  ,PITTSBURGH PA  ,15219.0,80300,0,80300,0,80300,0,80300,80300,0,80300,21.0,CONDO HR,1.0,1967.0,7.0,Concrete,4.0,ROLL,1.0,None,C,AVERAGE,3.0,AVERAGE,AV,AVERAGE,3.0,1.0,1.0,0.0,B,Central Heat with AC,0.0,0.0,623.0,1.0,,2022,01-NOV-22
